鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
文山區,房地(土地+建物),臺北市文山區木新路二段218巷1~30號,21.38,住,,,1080131,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.77,3,2,1,有,無,9850000,128305,,0.0,0,含增建或未登記建物。,RPVOMLLJMHOFFAA87DA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段203巷91~120號,32.06,住,,,1080304,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021223,140.41,3,2,2,有,有,18980000,135176,升降機械,13.03,0,,RPOOMLPKMHOFFAA67DA
大安區,房地(土地+建物)+車位,臺北市大安區潮州街48巷3弄1~30號,44.39,住,,,1080218,土地1建物1車位1,六層，七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040327,202.3,4,2,2,有,有,62500000,320393,升降機械,15.03,2500000,含增建或未登記建物。,RPVNMLMJMHOFFFA38DA
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷1~30號,14.54,商,,,1080118,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830701,113.69000000000001,4,2,2,有,有,21500000,189111,,0.0,0,含增建或未登記建物。,RPQQMLQLLHOFFCA38DA
中山區,車位,臺北市中山區基湖路112巷31~60號,0.13,住,,,1080311,土地0建物0車位1,,,其他,,,,44.9,0,0,0,有,有,2200000,,坡道平面,44.9,2200000,單獨車位交易。;,RPWOMLQLLHOFFCA78DA
信義區,房地(土地+建物),臺北市信義區虎林街232巷1~30號,45.0,住,,,1071201,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.34,4,2,2,有,無,17500000,226274,,0.0,0,含增建或未登記建物。,RPSOMLRLLHOFFDA58DA
內湖區,房地(土地+建物),臺北市內湖區康樂街91~120號,23.46,住,,,1080201,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731022,78.31,3,1,1,有,無,12000000,153237,,0.0,0,,RPRNMLRLLHOFFCA28DA
松山區,房地(土地+建物),臺北市松山區三民路136巷31~60號,10.58,住,,,1080318,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610805,42.12,2,1,1,有,無,9400000,223172,,0.0,0,,RPPNMLOKMHOFFDA87DA
松山區,房地(土地+建物),臺北市松山區三民路136巷31~60號,13.72,住,,,1080316,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610805,52.53,2,1,1,有,無,11680000,222349,,0.0,0,,RPQNMLOKMHOFFDA97DA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷31~60號,47.73,住,,,1080130,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061117,191.3,3,2,2,有,有,23300000,140960,坡道平面,43.74,2500000,,RPQNMLKMLHOFFEA77DA
北投區,房地(土地+建物),臺北市北投區泉源路31~60號,15.44,住,,,1080228,土地1建物1車位0,十三層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0890615,50.11,1,1,1,有,有,6950000,138695,,0.0,0,含增建或未登記建物。,RPWPMLQLLHOFFEA09DA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段1~30號,52.37,住,,,1080201,土地1建物1車位3,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961218,305.14,4,2,2,有,有,62000000,240086,升降平面,71.89,6000000,含增建或未登記建物。;,RPXPMLQLLHOFFEA56DA
士林區,房地(土地+建物),臺北市士林區德行西路31~60號,9.05,工,,,1080220,土地3建物1車位0,四層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970502,46.04,1,1,1,有,有,12100000,262815,,0.0,0,含增建或未登記建物。,RPOPMLRLLHOFFEA38DA
北投區,房地(土地+建物),臺北市北投區中和街493巷7弄1~30號,37.05,住,,,1080224,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671003,114.04,3,2,2,有,無,8500000,74535,,0.0,0,含增建或未登記建物。,RPSPMLRLLHOFFEA78DA
北投區,房地(土地+建物)+車位,臺北市北投區大業路361~390號,19.78,住,,,1080305,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901101,160.57,3,2,2,有,有,23580000,172914,坡道平面,38.66,2500000,含增建或未登記建物。,RPWPMLRLLHOFFEA56DA
士林區,土地,中洲段871~900地號,53.39,其他,,,1080205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,52444,,0.0,0,包含公共設施保留地之交易。;,RPROMLMJMHOFFEA97DA
中山區,房地(土地+建物),臺北市中山區新生北路二段60巷31~60號,11.45,商,,,1080129,土地1建物1車位0,五層,六層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0860628,56.17,1,1,1,有,無,9350000,166459,,0.0,0,含增建或未登記建物。;,RPRRMLTLLHOFFCA88DA
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~30號,3.57,商,,,1080228,土地2建物1車位0,三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970312,34.620000000000005,1,1,1,有,有,7000000,202195,,0.0,0,含增建或未登記建物。,RPOPMLLJMHOFFCA47DA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段661~690號,18.43,其他,,,1080224,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991123,171.43,2,2,2,有,有,35580000,251082,坡道平面,39.68,2500000,,RPVNMLOJMHOFFCA28DA
信義區,房地(土地+建物),臺北市信義區永吉路30巷148弄1~30號,39.24,住,,,1080215,土地1建物1車位0,一層，平台，停車場,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651230,112.21,4,3,2,有,無,31000000,276268,,0.0,0,含增建或未登記建物。;,RPSNMLSLLHOFFDA58DA
信義區,房地(土地+建物),臺北市信義區信安街151~180號,12.22,住,,,1080222,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720712,112.79,3,2,2,有,有,21880000,193989,,0.0,0,含增建或未登記建物。,RPQOMLLJMHOFFDA67DA
大同區,房地(土地+建物),臺北市大同區南京西路18巷1~30號,29.33,商,,,1080201,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,84.55,4,4,2,有,無,16200000,191603,,0.0,0,含增建或未登記建物。,RPWNMLSLLHOFFBA78DA
大安區,房地(土地+建物),臺北市大安區安和路二段61~90號,6.65,住,,,1080309,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,65.08,2,1,1,有,有,14535300,223345,,0.0,0,,RPVNMLTLLHOFFFA56DA
文山區,房地(土地+建物),臺北市文山區興隆路四段96巷3弄1~30號,29.25,住,,,1080226,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.88,3,2,1,有,無,11500000,121206,,0.0,0,,RPPOMLTJMHOFFAA08DA
文山區,房地(土地+建物),臺北市文山區和興路44巷1弄1~30號,39.81,住,,,1080131,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720809,113.26,3,2,2,有,無,12700000,112131,,0.0,0,含增建或未登記建物。,RPRNMLSJMHOFFAA08DA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段91~120號,37.58,商,,,1080312,土地1建物1車位2,十層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031224,575.01,2,2,5,有,有,215000000,373907,坡道平面,61.38,0,,RPROMLKKMHOFFFA87CA
大安區,房地(土地+建物),臺北市大安區信義路三段111巷1~30號,24.93,商,,,1080212,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590113,64.97,2,0,2,有,無,17280000,265969,,0.0,0,含增建或未登記建物。;,RPSOMLQLLHOFFFA58CA
士林區,土地,芝山段一小段211~240地號,42.0,住,,,1080129,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,166667,,0.0,0,瑕疵物件之交易。;土地係為持分且無法單獨建築,RPPPMLMLMHOFFEA97CA
北投區,土地,大業段四小段481~510地號,18.3,其他,,,1080305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,54645,,0.0,0,,RPPOMLOLMHOFFEA08CA
北投區,房地(土地+建物),臺北市北投區西安街一段165巷7弄1~30號,36.25,住,,,1080221,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631031,101.85,2,2,1,有,無,15650000,153657,,0.0,0,,RPQOMLRKMHOFFEA38CA
士林區,房地(土地+建物),臺北市士林區中社路一段11巷31~60號,172.67,住,,,1080222,土地1建物1車位0,一層,一層,其他,住家用,鋼筋混凝土造,0640801,103.75,4,2,2,有,無,11700000,112771,,0.0,0,,RPURMLQKMHOFFEA98CA
北投區,房地(土地+建物)+車位,臺北市北投區光明路151巷1~30號,21.79,商,,,1071230,土地1建物1車位1,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,277.72,4,2,3,有,有,47800000,172116,坡道平面,41.24,0,,RPSNMLMJMHOFFEA87CA
北投區,房地(土地+建物),臺北市北投區大業路601~630號,79.0,商,,,1071226,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570119,135.5,2,1,2,有,無,16880000,124576,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLSLLHOFFEA38CA
北投區,房地(土地+建物),臺北市北投區自強街121~150號,29.0,其他,,,1080214,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0640326,43.46,0,0,0,無,無,8500000,195582,,0.0,0,,RPVPMLRLLHOFFEA98CA
士林區,房地(土地+建物),臺北市士林區文昌路154巷1~30號,75.0,住,,,1080222,土地1建物1車位0,全,,透天厝,住家用,加強磚造,0560926,100.7,2,1,2,有,無,25500000,253227,,0.0,0,,RPTNMLTJMHOFFEA68CA
北投區,房地(土地+建物)+車位,臺北市北投區自強街31巷5弄1~30號,42.57,住,,,1071202,土地2建物1車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771228,142.09,3,2,2,有,無,14680000,103315,坡道平面,0.0,0,含增建或未登記建物。;,RPTNMLRLLHOFFEA58CA
北投區,房地(土地+建物),臺北市北投區石牌路一段61~90號,29.19,商,,,1080304,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731212,153.87,3,2,2,有,有,26000000,168963,,0.0,0,含增建或未登記建物。;,RPUNMLRLLHOFFEA68CA
北投區,房地(土地+建物),臺北市北投區榮華二路19巷6弄1~30號,45.31,住,,,1080201,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641003,119.2,4,2,2,有,無,18500000,155201,,0.0,0,含增建或未登記建物。;,RPVNMLRLLHOFFEA78CA
士林區,房地(土地+建物)+車位,臺北市士林區忠誠路二段1~30號,20.63,住,,,1080304,土地3建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751231,257.19,3,2,2,有,有,60880000,236712,坡道平面,0.0,0,含增建或未登記建物。;,RPWOMLQLLHOFFEA88CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街二段421~450號,16.51,住,,,1080214,土地1建物1車位1,六層，五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870714,78.09,2,1,1,有,有,11500000,147266,坡道機械,16.29,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPROMLQLLHOFFEA38CA
信義區,房地(土地+建物),臺北市信義區和平東路三段435巷1~30號,28.41,住,,,1080307,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680818,118.28,3,2,1,有,無,15310000,129439,,0.0,0,,RPQNMLLMLHOFFDA67CA
松山區,房地(土地+建物)+車位,臺北市松山區八德路三段91~120號,13.07,商,,,1080219,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0920627,151.62,3,2,2,有,有,30800000,259524,升降平面,43.73,2800000,,RPQOMLSJMHOFFDA28CA
信義區,房地(土地+建物),臺北市信義區吳興街583巷9弄1~30號,30.0,住,,,1080105,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0610301,89.1,4,2,3,有,無,12760000,143210,,0.0,0,含增建或未登記建物。;,RPVPMLLKMHOFFDA28CA
信義區,房地(土地+建物),臺北市信義區仁愛路四段452巷1~30號,19.79,住,,,1080216,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.61,2,2,2,有,無,28200000,272175,,0.0,0,,RPROMLMKMHOFFDA87CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷31~60號,50.89,住,,,1080131,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951214,245.14,4,2,2,有,有,40000000,163172,坡道平面,0.0,0,,RPSPMLRKMHOFFDA58CA
南港區,車位,臺北市南港區東明街31~60號,1.1,住,,,1080301,土地0建物0車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971110,41.94,0,0,0,有,有,1680000,,坡道平面,41.94,1680000,,RPSPMLKKMHOFFDA87CA
南港區,車位,臺北市南港區東明街31~60號,1.1,住,,,1080301,土地0建物0車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971110,41.94,0,0,0,有,有,1680000,,坡道平面,41.94,1680000,,SPSPMLKKMHOFFDA97CA
松山區,房地(土地+建物),臺北市松山區民生東路三段127巷1~30號,0.49,住,,,1080227,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680326,22.200000000000003,3,2,2,有,無,275000,12387,,0.0,0,親友、員工或其他特殊關係間之交易。;部分房地持分之交易。,RPQOMLTJMHOFFDA38CA
南港區,車位,臺北市南港區東明街31~60號,1.1,住,,,1080216,土地0建物0車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971110,41.94,0,0,0,有,有,1680000,,坡道平面,41.94,1680000,,RPRQMLTJMHOFFDA68CA
松山區,房地(土地+建物)+車位,臺北市松山區光復北路181~210號,55.43,住,,,1080115,土地1建物1車位1,四層，五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770419,222.82,4,2,2,有,有,48480000,217575,坡道平面,0.0,0,含增建或未登記建物。;,RPTNMLRLLHOFFDA48CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段421~450號,29.0,工,,,1080118,土地1建物1車位0,四層,四層,其他,見使用執照,鋼筋混凝土造,0650911,79.92,0,0,0,無,無,10800000,135135,,0.0,0,,RPUNMLRLLHOFFDA58CA
信義區,房地(土地+建物),臺北市信義區福德街232巷6弄1~30號,37.75,住,,,1080214,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.05,3,2,1,有,無,11850000,140988,,0.0,0,含增建或未登記建物。;,RPROMLRLLHOFFDA38CA
松山區,房地(土地+建物),臺北市松山區八德路四段207巷1~30號,18.44,住,,,1080226,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070302,69.1,2,1,1,有,無,18500000,267728,,0.0,0,,RPTOMLRLLHOFFDA58CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段271~300號,8.61,工,,,1080226,土地1建物1車位0,十一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0960123,38.28,1,1,1,有,有,7800000,203762,,0.0,0,含增建或未登記建物。;,RPVOMLRLLHOFFDA78CA
松山區,房地(土地+建物),臺北市松山區民生東路五段121~150號,19.73,商,,,1080217,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690521,149.02999999999997,3,2,2,有,有,31000000,208012,,0.0,0,,RPVOMLTLLHOFFDA98CA
松山區,房地(土地+建物)+車位,臺北市松山區南京東路四段91~120號,36.99,商,,,1080129,土地2建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990831,481.24,3,2,4,有,有,120000000,249356,坡道平面,87.54,0,含增建或未登記建物。;,RPWOMLQLLHOFFDA78CA
內湖區,房地(土地+建物),臺北市內湖區成功路二段312巷31~60號,34.76,住,,,1080131,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740614,107.08,3,2,2,有,無,14100000,131677,,0.0,0,含增建或未登記建物。;,RPXQMLLKMHOFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路601~630號,186.94,其他,,,1080117,土地1建物2車位12,八層,十層,廠辦,工業用,鋼筋混凝土造,0930105,1584.18,0,0,0,無,有,238000000,150235,坡道平面,485.28,0,,RPTNMLMLMHOFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街131巷1~30號,57.0,住,,,1080118,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070720,295.52,4,2,2,有,無,39200000,158337,坡道平面,69.42,3400000,雨遮不計價,RPUQMLMKMHOFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,19.7,商,,,1060707,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071129,139.94,2,2,2,有,有,33600000,307894,坡道平面,40.88,3100000,買賣價為預售屋價格,RPWQMLMKMHOFFCA48CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,35.37,商,,,1061115,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,219.4,3,2,2,有,有,53480000,284450,坡道平面,40.88,2700000,買賣價為預售屋價格,RPORMLMKMHOFFCA77CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,33.62,商,,,1061002,土地1建物1車位2,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,245.07999999999998,3,2,2,有,有,51980000,276919,坡道平面,76.15,5200000,買賣價為預售屋價格,RPRRMLMKMHOFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,32.31,商,,,1060713,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071129,203.92000000000002,3,2,2,有,有,52750000,304526,坡道平面,40.88,3100000,買賣價為預售屋價格,RPSRMLMKMHOFFCA18CA
中山區,車位,臺北市中山區八德路二段301~330號,0.15,商,,,1080315,土地0建物0車位1,,,其他,,,,40.88,0,0,0,有,有,3000000,,坡道平面,40.88,3000000,,RPTRMLMKMHOFFCA28CA
中山區,土地,長安段四小段1~30地號,3.07,商,,,1080128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,936046,304901,,0.0,0,建商與地主合建案。;,RPVPMLTJMHOFFCA88CA
中山區,土地,長安段四小段1~30地號,3.03,商,,,1080128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,923967,304940,,0.0,0,建商與地主合建案。;,RPXPMLTJMHOFFCA09CA
中山區,土地,長安段四小段1~30地號,3.07,商,,,1080128,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,936045,304901,,0.0,0,建商與地主合建案。;,RPPQMLTJMHOFFCA38CA
中山區,土地,長安段四小段1~30地號,0.31,商,,,1080214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,179624,0,,0.0,0,建商與地主合建案。;,RPWOMLTJMHOFFCA88CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷91弄1~30號,22.63,住,,,1080103,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070105,105.46000000000001,2,1,1,有,有,24125000,228760,升降機械,0.0,0,,RPWQMLLJMHOFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區瑞光路211~240號,34.35,住,,,1080226,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730214,104.27,3,2,2,有,有,16800000,161120,,0.0,0,"有車位編號之戶外地上汽車停車位,無建物產權,約定專用",RPORMLLJMHOFFCA57CA
內湖區,車位,臺北市內湖區民權東路六段121~150號,0.0,商,,,1080311,土地0建物0車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0980106,37.470000000000006,0,0,0,有,無,2350000,,坡道平面,37.47,2350000,,RPQNMLLMLHOFFCA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷91弄1~30號,22.6,住,,,1071217,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070105,105.35,2,1,1,有,有,24998000,237285,升降機械,0.0,0,,RPSQMLLJMHOFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷91弄1~30號,22.6,住,,,1080103,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070105,105.35,2,1,1,有,無,24102000,228780,升降機械,0.0,0,,RPUQMLLJMHOFFCA08CA
中山區,房地(土地+建物),臺北市中山區中山北路二段59巷31~60號,1.92,商,,,1080319,土地1建物1車位0,九層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880928,15.98,1,1,1,有,有,3300000,206508,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLMJMHOFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區新湖一路271~300號,1416.22,其他,,,1080131,土地2建物5車位0,三層,五層,廠辦,見其他登記事項,鋼筋混凝土造,0950829,5262.74,0,0,1,無,無,621680000,118129,,0.0,0,,RPSNMLNJMHOFFCA77CA
中山區,土地,長安段四小段1~30地號,1.72,商,,,1080125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1003412,583379,,0.0,0,建商與地主合建案。;,RPUPMLSJMHOFFCA68CA
中山區,土地,長安段四小段1~30地號,1.82,商,,,1080125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1065350,585357,,0.0,0,建商與地主合建案。;,RPWPMLSJMHOFFCA88CA
中山區,土地,長安段四小段1~30地號,11.55,商,,,1080125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6751348,584532,,0.0,0,建商與地主合建案。;,RPXPMLSJMHOFFCA98CA
中山區,房地(土地+建物),臺北市中山區新生北路三段61~90號,5.81,住,,,1080228,土地4建物1車位0,六層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0650907,40.45,2,1,1,有,有,7100000,175525,,0.0,0,含增建或未登記建物。;,RPQQMLSJMHOFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路1~30號,54.04,商,,,1071116,土地1建物1車位2,二層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0931005,268.78000000000003,3,2,2,有,有,60000000,223231,坡道平面,87.72,0,親友、員工或其他特殊關係間之交易。;,RPWPMLSLLHOFFCA98CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段331~360號,32.5,住,,,1080304,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,208.24,3,2,2,有,有,37600000,225551,坡道平面,41.56,2966,"本案標的為標購,車位之土地持分為2/10000",RPSOMLRLLHOFFCA38CA
中山區,房地(土地+建物),臺北市中山區民權東路三段61~90號,29.31,商,,,1071220,土地1建物1車位0,十二層，十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,268.90999999999997,5,2,3,有,有,64000000,238007,,0.0,0,含增建或未登記建物。;,RPUOMLRLLHOFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄31~60號,63.25,住,,,1080112,土地1建物1車位2,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040728,308.89,4,2,3,有,有,51850000,207212,坡道平面,78.45,4100000,,RPPNMLSLLHOFFCA08CA
中山區,房地(土地+建物),臺北市中山區林森北路107巷1~30號,8.34,商,,,1080220,土地1建物2車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711115,54.2,2,2,2,有,有,7000000,129151,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVQMLQLLHOFFCA78CA
大同區,房地(土地+建物),臺北市大同區承德路三段151~180號,10.75,商,,,1080307,土地2建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951016,73.83,2,1,1,有,無,14580000,197481,,0.0,0,,RPTOMLQKMHOFFBA28CA
中正區,房地(土地+建物),臺北市中正區北平西路1~30號,7.26,其他,,,1080105,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690710,70.46000000000001,2,1,1,有,有,10550000,149730,,0.0,0,,RPWNMLOLMHOFFBA38CA
大同區,房地(土地+建物),臺北市大同區南京西路412巷1~30號,34.31,商,,,1080131,土地2建物2車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0800413,143.74,3,2,1,有,無,12000000,83484,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLPLMHOFFBA58CA
萬華區,土地,華江段三小段451~480地號,89.0,其他,,,1080226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44740300,502700,,0.0,0,向政府機關承購之案件。;,RPQOMLLKMHOFFBA47CA
中正區,房地(土地+建物),臺北市中正區北平東路1~30號,8.75,其他,,,1080217,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0680828,68.75,2,1,1,有,無,12000000,174545,,0.0,0,,RPWOMLTLLHOFFBA88CA
萬華區,房地(土地+建物),臺北市萬華區開封街二段61~90號,7.06,商,,,1051225,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070911,66.88,1,1,1,有,有,10000000,149522,,0.0,0,,RPRUMLLJMHOFFBA08CA
大同區,車位,臺北市大同區迪化街一段331~360號,0.23,其他,,,1071227,土地0建物0車位1,,,其他,,,,29.17,0,0,0,有,無,2800000,,坡道平面,29.17,2800000,單獨車位交易。;,RPOPMLLJMHOFFBA27CA
萬華區,房地(土地+建物)+車位,臺北市萬華區貴陽街二段31~60號,16.09,商,,,1080304,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061127,216.26,4,2,2,有,有,47630000,238495,坡道平面,27.87,2700000,,RPPNMLRLLHOFFBA87CA
